Step,E_pot,E_kin,Temp,AddedToTrainingSet
604,-125.4660,3.0109,582.3,False
605,-125.4601,3.0693,593.6,False
606,-125.4543,3.0988,599.3,False
607,-125.4486,3.1076,601.0,False
608,-125.4134,3.0243,584.9,True
609,-125.4356,3.0258,585.2,False
610,-125.4293,2.9807,576.5,False
611,-125.4238,2.9565,571.8,False
612,-125.4184,3.0066,581.5,False
613,-125.4131,2.9949,579.2,False
614,-125.4072,2.9617,572.8,False
615,-125.4011,2.9748,575.4,False
616,-125.3951,2.9545,571.4,False
617,-125.3896,2.9276,566.2,False
618,-125.3597,2.8478,550.8,True
619,-125.3785,2.8787,556.8,False
620,-125.3737,2.8558,552.3,False
621,-125.3699,2.7988,541.3,False
622,-125.3661,2.8061,542.7,False
623,-125.3625,2.9089,562.6,False
624,-125.3585,2.9181,564.4,False
625,-125.3541,2.9089,562.6,False
626,-125.3498,2.8671,554.5,False
627,-125.3453,2.7986,541.3,False
628,-125.3222,2.8192,545.2,True
629,-125.3361,2.8568,552.5,False
630,-125.3316,2.8622,553.6,False
631,-125.3269,2.8155,544.5,False
632,-125.3218,2.8260,546.6,False
633,-125.3164,2.7763,537.0,False
634,-125.3113,2.8178,545.0,False
635,-125.3057,2.7915,539.9,False
636,-125.3002,2.7807,537.8,False
637,-125.2942,2.7636,534.5,False
638,-125.2705,2.8194,545.3,True
639,-125.2804,2.7663,535.0,False
640,-125.2737,2.7334,528.7,False
641,-125.2679,2.7355,529.1,False
642,-125.2634,2.7009,522.4,False
643,-125.2592,2.6936,521.0,False
644,-125.2548,2.6726,516.9,False
645,-125.2503,2.7984,541.2,False
646,-125.2458,2.8025,542.0,False
647,-125.2422,2.7966,540.9,False
648,-125.2176,2.8556,552.3,True
649,-125.2385,2.8316,547.6,False
650,-125.2367,2.8572,552.6,False
651,-125.2342,2.7658,534.9,False
652,-125.2318,2.7771,537.1,False
653,-125.2294,2.7861,538.9,False
654,-125.2265,2.7546,532.8,False
655,-125.2229,2.6850,519.3,False
656,-125.2195,2.6550,513.5,False
657,-125.2160,2.6572,513.9,False
658,-125.1796,2.6327,509.2,True
659,-125.2087,2.5745,497.9,False
660,-125.2040,2.5641,495.9,False
661,-125.1990,2.5880,500.5,False
662,-125.1939,2.5725,497.5,False
663,-125.1893,2.5321,489.7,False
664,-125.1844,2.4869,481.0,False
665,-125.1793,2.4190,467.9,False
666,-125.1744,2.4696,477.6,False
667,-125.1690,2.4776,479.2,False
668,-125.1159,2.4720,478.1,True
669,-125.1598,2.4922,482.0,False
670,-125.1550,2.4659,476.9,False
671,-125.1510,2.5347,490.2,False
672,-125.1467,2.5459,492.4,False
673,-125.1424,2.5406,491.4,False
674,-125.1378,2.5272,488.8,False
675,-125.1341,2.5707,497.2,False
676,-125.1304,2.5763,498.3,False
677,-125.1260,2.5107,485.6,False
678,-125.0498,2.5374,490.7,True
679,-125.1160,2.5310,489.5,False
680,-125.1107,2.5632,495.7,False
681,-125.1046,2.5470,492.6,False
682,-125.0989,2.5636,495.8,False
683,-125.0932,2.5250,488.4,False
684,-125.0884,2.5353,490.3,False
685,-125.0835,2.4768,479.0,False
686,-125.0787,2.4618,476.1,False
687,-125.0743,2.4645,476.6,False
688,-124.9742,2.4574,475.3,True
689,-125.0633,2.4576,475.3,False
690,-125.0572,2.4699,477.7,False
691,-125.0514,2.4085,465.8,False
692,-125.0459,2.3855,461.4,False
693,-125.0407,2.4401,471.9,False
694,-125.0358,2.4512,474.1,False
695,-125.0313,2.3941,463.0,False
696,-125.0261,2.4575,475.3,False
697,-125.0208,2.5608,495.3,False
698,-124.9027,2.5783,498.7,True
699,-125.0110,2.5091,485.3,False
700,-125.0057,2.5231,488.0,False
701,-125.0003,2.5143,486.3,False
702,-124.9944,2.5250,488.4,False
703,-124.9886,2.5353,490.3,False
704,-124.9833,2.5724,497.5,False
705,-124.9778,2.5714,497.3,False
706,-124.9728,2.5361,490.5,False
707,-124.9686,2.5206,487.5,False
708,-124.8339,2.6052,503.9,True
709,-124.9620,2.5276,488.9,False
710,-124.9583,2.5088,485.2,False
711,-124.9538,2.4312,470.2,False
712,-124.9497,2.3903,462.3,False
713,-124.9461,2.4689,477.5,False
714,-124.9424,2.5370,490.7,False
