Step,E_pot,E_kin,Temp,AddedToTrainingSet
595,-338.5329,7.9473,960.7,False
596,-338.5193,7.8277,946.2,False
597,-338.5254,7.9232,957.8,False
598,-338.5464,7.8292,946.4,False
599,-338.5782,7.8541,949.4,False
600,-338.6210,7.9402,959.8,False
601,-338.6692,7.7753,939.9,False
602,-338.7277,7.7924,941.9,False
603,-338.7993,8.0704,975.6,False
604,-338.8784,8.3611,1010.7,False
605,-338.9572,8.4414,1020.4,False
606,-339.0399,8.4009,1015.5,False
607,-339.1199,8.6327,1043.5,False
608,-339.2117,8.7333,1055.7,False
609,-339.2961,8.8970,1075.5,False
610,-339.3642,8.8405,1068.6,False
611,-339.4213,8.9924,1087.0,False
612,-339.4692,9.0676,1096.1,False
613,-339.5005,9.1124,1101.5,False
614,-339.5187,9.3184,1126.4,False
615,-339.5228,9.3245,1127.1,False
616,-339.5190,9.2561,1118.9,False
617,-339.5012,9.4722,1145.0,False
618,-339.4804,9.3313,1128.0,False
619,-339.4543,9.0296,1091.5,False
620,-339.4246,9.0960,1099.5,False
621,-339.3853,9.0988,1099.9,False
622,-339.3325,9.1617,1107.5,False
623,-339.2722,9.2002,1112.1,False
624,-339.2086,9.3268,1127.4,False
625,-339.1297,9.2532,1118.5,False
626,-339.0334,9.1374,1104.5,False
627,-338.9271,9.1599,1107.3,False
628,-338.8057,8.9726,1084.6,False
629,-338.6707,8.7414,1056.7,False
630,-338.5255,8.5285,1030.9,False
631,-338.3778,8.2381,995.8,False
632,-338.2323,7.9534,961.4,False
633,-338.0961,7.8489,948.8,False
634,-337.9688,7.7274,934.1,False
635,-337.8603,7.4785,904.0,False
636,-337.7773,7.4459,900.1,False
637,-337.7123,7.2661,878.3,False
638,-337.6580,7.1545,864.8,False
639,-337.6269,7.0294,849.7,False
640,-337.6247,6.8978,833.8,False
641,-337.6552,6.9582,841.1,False
642,-337.7019,7.0966,857.8,False
643,-337.7650,7.0827,856.2,False
644,-337.8367,7.0289,849.7,False
645,-337.9166,7.1523,864.6,False
646,-338.0073,7.1450,863.7,False
647,-338.1003,7.1536,864.7,False
648,-338.1952,7.2741,879.3,False
649,-338.2872,7.3363,886.8,False
650,-338.3742,7.2784,879.8,False
651,-338.4478,7.4849,904.8,False
652,-338.4993,7.4925,905.7,False
653,-338.5447,7.6588,925.8,False
654,-338.5768,7.6808,928.5,False
655,-338.5981,7.5734,915.5,False
656,-338.6102,7.6977,930.5,False
657,-338.6232,7.7025,931.1,False
658,-338.6323,7.6997,930.7,False
659,-338.6415,7.7211,933.3,False
660,-338.6440,7.7892,941.6,False
661,-338.6309,7.7901,941.7,False
662,-338.6035,7.7279,934.2,False
663,-338.5616,7.5875,917.2,False
664,-338.5047,7.5311,910.4,False
665,-338.4390,7.4722,903.2,False
666,-338.3675,7.3655,890.4,False
667,-338.2886,7.2408,875.3,False
668,-338.2046,7.0533,852.6,False
669,-338.1160,7.0851,856.5,False
670,-338.0299,7.0154,848.0,False
671,-337.9355,6.7670,818.0,False
672,-337.8464,6.5541,792.3,False
673,-337.7628,6.4345,777.8,False
674,-337.6828,6.5149,787.5,False
675,-337.6234,6.4629,781.2,False
676,-337.5820,6.4024,773.9,False
677,-337.5561,6.2259,752.6,False
678,-337.5577,6.1416,742.4,False
679,-337.5858,6.2257,752.6,False
680,-337.6348,6.3610,768.9,False
681,-337.7000,6.5357,790.0,False
682,-337.7838,6.7688,818.2,False
683,-337.8844,6.8124,823.5,False
684,-337.9896,7.0699,854.6,False
685,-338.1017,7.0683,854.4,False
686,-338.2123,7.2153,872.2,False
687,-338.3103,7.3124,883.9,False
688,-338.4062,7.3837,892.5,False
689,-338.5063,7.3657,890.4,False
690,-338.6010,7.4963,906.2,False
691,-338.6878,7.4917,905.6,False
692,-338.7626,7.6079,919.6,False
693,-338.8254,7.5433,911.8,False
694,-338.8842,7.5387,911.3,False
695,-338.9393,7.6063,919.5,False
696,-338.9896,7.6219,921.3,False
697,-339.0391,7.6819,928.6,False
698,-339.0812,7.8535,949.3,False
699,-339.1170,7.8598,950.1,False
700,-339.1397,7.7880,941.4,False
701,-339.1617,7.7699,939.2,False
702,-339.1696,7.8398,947.7,False
703,-339.1612,7.8354,947.2,False
704,-339.1414,7.9581,962.0,False
705,-339.1157,7.8355,947.2,False
706,-339.0862,7.7038,931.2,False
707,-339.0466,7.7761,940.0,False
708,-338.9997,7.8190,945.2,False
709,-338.9528,7.7912,941.8,False
